object_id,f_min_label_N,f_max_label_N,label_source,is_measured,value_basis,evidence,f_max_basis,f_min_semantics,f_min_single_N,f_max_semantics,f_max_total_N,conversion_rule
E093,3.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值16.25N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.625,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E094,2.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值12.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.25,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E095,2.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值12.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.25,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E096,1.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值7.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E097,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E098,4.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值22.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,2.25,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E099,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E100,1.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值7.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E101,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E102,2.0,40.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Zhu2022 Food Sci Technol Res 28(1) 苹果压缩损伤阈值40N; Wang2024 Processes 12:543 压伤阈值54N; https://mdpi-res.com/d_attachment/processes/processes-12-00543/article_deploy/processes-12-00543.pdf,文献实测(压缩损伤阈值),两指法向力之和,1,单指法向力(平板压缩),80,F_total = 2×F_single (SAFETYVTLA默认反算)
E103,2.0,163.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 脐橙挤压损伤力学 农业工程学报 横向163.46N/纵向196.15N; http://www.tcsae.org/cn/article/id/687bd121-9deb-4e40-8783-d19f0865852c,文献实测(横向极限载荷),两指法向力之和,1,单指法向力(平板压缩),326,F_total = 2×F_single (SAFETYVTLA默认反算)
E104,3.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值15.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E105,3.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值16.25N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.625,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E106,5.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值25.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,2.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E107,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E108,2.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.25,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E109,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E110,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E111,3.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值17.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E112,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E113,1.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值7.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E114,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值0.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E115,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值1.25N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E116,1.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值3.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E117,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值2.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E118,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值2.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E119,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值2.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E120,1.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值3.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E121,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E122,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 棉花糖: 未找到文献实测值,"[0821删] 原估算值0.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E123,3.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值17.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E124,1.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值7.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E125,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E126,1.75,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值8.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.875,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E127,2.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值12.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.25,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E128,1.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值7.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E129,7.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值35.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,3.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
FRA067,,,未找到实测,0,未找到实测, | [0821删] 原近似转移值0.5N(近似转移(威化薄筒)),[0821删] 原估算值1.0N(两指法向力之和(估算)),,,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
FRA068,,,未找到实测,0,未找到实测, | [0821删] 原近似转移值1.0N(近似转移(硬质姜饼)),[0821删] 原估算值2.0N(两指法向力之和(估算)),,,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
FRA069,,,未找到实测,0,未找到实测, | [0821删] 原近似转移值1.0N(近似转移(干烤面棒)),[0821删] 原估算值2.0N(两指法向力之和(估算)),,,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
FRA070,,,未找到实测,0,未找到实测, | [0821删] 原近似转移值0.5N(近似转移(膨化米饼)),[0821删] 原估算值1.0N(两指法向力之和(估算)),,,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
FRA071,,,未找到实测,0,未找到实测, | [0821删] 原近似转移值0.5N(近似转移(脆糖)),[0821删] 原估算值1.0N(两指法向力之和(估算)),,,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
FRA072,,,未找到实测,0,未找到实测, | [0821删] 原近似转移值0.25N(近似转移(蜂窝脆糖)),[0821删] 原估算值0.5N(两指法向力之和(估算)),,,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
SOF031,1.5,42.0,ExpForce同型实测(Green pear; f_min=1.5N),0,同型实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力) | Mechanical behavior of Deveci pear cultivar, 破裂力41.95-52.69N; https://www.researchgate.net/publication/338448198",文献实测(果皮破裂力下限),两指法向力之和,0.75,单指法向力(平板压缩),84,F_total = 2×F_single (SAFETYVTLA默认反算)
